"OTU","S1_1","S2_1","S3_1","S4_1","Taxonomic lineage"
"Desulfovibrio sp. feline oral taxon 347","3","5","1","0","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sp. feline oral taxon 347"
"Duodenibacillus massiliensis","3","4","6","8","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;Duodenibacillus massiliensis"
"Gordonibacter urolithinfaciens","3","1","0","0","Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Gordonibacter;Gordonibacter urolithinfaciens"
"Hungatella effluvii","3","1","2","10","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;Hungatella effluvii"
"Klebsiella sp. BAB-5819","3","1","0","4","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella sp. BAB-5819"
"Lactobacillus hominis","3","0","0","0","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus hominis"
"Libanicoccus massiliensis","3","0","1","1","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Libanicoccus;Libanicoccus massiliensis"
"Oribacterium sp. 4C51CB","3","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Oribacterium;Oribacterium sp. 4C51CB"
"Ruminococcus sp. JC304","3","0","2","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. JC304"
"Ruminococcus sp. ZS2-15","3","0","77","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. ZS2-15"
"Syntrophococcus sucromutans","3","3","8","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Syntrophococcus;Syntrophococcus sucromutans"
"unkn. Acetanaerobacterium(g)","3","3","4","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetanaerobacterium;unkn. Acetanaerobacterium(g)"
"unkn. Actinomyces(g)","3","1","0","2","Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;unkn. Actinomyces(g)"
"unkn. Anaerosporobacter(g)","3","4","0","1","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerosporobacter;unkn. Anaerosporobacter(g)"
"unkn. Coccinistipes(g)","3","0","0","0","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Coccinistipes;unkn. Coccinistipes(g)"
"unkn. Cytophagales(o)","3","1","11","11","Bacteria;Bacteroidetes;Cytophagia;Cytophagales;unkn. Cytophagales(o);unkn. Cytophagales(o);unkn. Cytophagales(o)"
"unkn. Deferribacteres(p)","3","4","0","1","Bacteria;Deferribacteres;unkn. Deferribacteres(p);unkn. Deferribacteres(p);unkn. Deferribacteres(p);unkn. Deferribacteres(p);unkn. Deferribacteres(p)"
"unkn. Dehalococcoidia(c)","3","0","0","0","Bacteria;Chloroflexi;Dehalococcoidia;unkn. Dehalococcoidia(c);unkn. Dehalococcoidia(c);unkn. Dehalococcoidia(c);unkn. Dehalococcoidia(c)"
"unkn. Elusimicrobium(g)","3","0","2","1","Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;unkn. Elusimicrobium(g)"
"unkn. Faecalicatena(g)","3","0","3","5","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Faecalicatena;unkn. Faecalicatena(g)"
"unkn. Fournierella(g)","3","1","2","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Fournierella;unkn. Fournierella(g)"
"unkn. Gracilibacteraceae(f)","3","1","0","2","Bacteria;Firmicutes;Clostridia;Clostridiales;Gracilibacteraceae;unkn. Gracilibacteraceae(f);unkn. Gracilibacteraceae(f)"
"unkn. Marinilabiliaceae(f)","3","0","1","1","Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;unkn. Marinilabiliaceae(f);unkn. Marinilabiliaceae(f)"
"unkn. Massiliprevotella(g)","3","0","0","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Massiliprevotella;unkn. Massiliprevotella(g)"
"unkn. Mitsuokella(g)","3","6","3","1","Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;unkn. Mitsuokella(g)"
"unkn. Rhodobacteraceae(f)","3","0","7","136","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;unkn. Rhodobacteraceae(f);unkn. Rhodobacteraceae(f)"
"unkn. Romboutsia(g)","3","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia;unkn. Romboutsia(g)"
"unkn. Shigella(g)","3","9","12","6","Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;unkn. Shigella(g)"
"unkn. Streptomyces(g)","3","1","3","16","Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;unkn. Streptomyces(g)"
"[Clostridium] clostridioforme","2","52","1","48","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] clostridioforme"
"Adlercreutzia equolifaciens","2","1","9","1","Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Adlercreutzia;Adlercreutzia equolifaciens"
"Adlercreutzia sp. S45","2","3","12","2","Bacteria;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Adlercreutzia;Adlercreutzia sp. S45"
"Alistipes sp. cv1","2","0","0","1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. cv1"
"Alkaliphilus sp. FatMR1","2","6","2","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Alkaliphilus;Alkaliphilus sp. FatMR1"
"Asaccharospora irregularis","2","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Asaccharospora;Asaccharospora irregularis"
"Bacteroides finegoldii","2","0","0","1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides finegoldii"
"Bacteroides sp. S254","2","0","0","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. S254"
"Brachyspira sp. NSH-25","2","1","2","1","Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira sp. NSH-25"
"Catenisphaera adipataccumulans","2","0","2","1","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenisphaera;Catenisphaera adipataccumulans"
"Clostridium sp. 14774","2","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. 14774"
"Clostridium sp. Clone-3","2","1","1","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. Clone-3"
"Clostridium sp. Clone-47","2","0","1","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. Clone-47"
"Clostridium sp. mbf_VZ 132","2","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. mbf_VZ 132"
"Clostridium sp. NML 04A032","2","1","1","1","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. NML 04A032"
"Corynebacterium durum","2","0","0","0","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium durum"
"Helicobacter sp. TMUC1514","2","0","1","0","Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter sp. TMUC1514"
"Helicobacter trogontum","2","0","6","0","Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter trogontum"
"Lactobacillus nagelii","2","0","0","3","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus nagelii"
"Lactobacillus oris","2","0","0","0","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus oris"
"Lactobacillus salivarius","2","0","4","0","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus salivarius"
"Lactobacillus sp. oral clone HT002","2","0","0","0","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus sp. oral clone HT002"
"Lactobacillus taiwanensis","2","0","0","0","Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus taiwanensis"
"Lactonifactor longoviformis","2","5","1","2","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Lactonifactor;Lactonifactor longoviformis"
"Mailhella massiliensis","2","2","1","0","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Mailhella;Mailhella massiliensis"
"Megamonas hypermegale","2","0","0","0","Bacteria;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas;Megamonas hypermegale"
"Odoribacter sp. S90","2","2","0","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter;Odoribacter sp. S90"
"Oxalobacter formigenes","2","4","0","0","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Oxalobacter;Oxalobacter formigenes"
"Paraprevotella clara","2","2","13","9","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;Paraprevotella clara"
"Prevotella sp. DJF_RP53","2","1","0","1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. DJF_RP53"
"Romboutsia sp. MT17","2","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia;Romboutsia sp. MT17"
"Ruminococcus sp. CE2","2","0","2","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CE2"
"Tyzzerella nexilis","2","0","2","8","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella;Tyzzerella nexilis"
"unkn. Acholeplasma(g)","2","11","6","0","Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;unkn. Acholeplasma(g)"
"unkn. Acholeplasmatales(o)","2","6","9","2","Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;unkn. Acholeplasmatales(o);unkn. Acholeplasmatales(o);unkn. Acholeplasmatales(o)"
"unkn. Alcaligenaceae(f)","2","0","1","4","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;unkn. Alcaligenaceae(f);unkn. Alcaligenaceae(f)"
"unkn. Alkaliphilus(g)","2","15","5","6","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Alkaliphilus;unkn. Alkaliphilus(g)"
"unkn. Anaeromassilibacillus(g)","2","1","7","10","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaeromassilibacillus;unkn. Anaeromassilibacillus(g)"
"unkn. Bifidobacteriaceae(f)","2","9","14","31","Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;unkn. Bifidobacteriaceae(f);unkn. Bifidobacteriaceae(f)"
"unkn. Catabacter(g)","2","4","1","3","Bacteria;Firmicutes;Clostridia;Clostridiales;Catabacteriaceae;Catabacter;unkn. Catabacter(g)"
"unkn. Clostridiales Family XIII. Incertae Sedis(f)","2","9","3","2","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;unkn. Clostridiales Family XIII. Incertae Sedis(f);unkn. Clostridiales Family XIII. Incertae Sedis(f)"
"unkn. Collinsella(g)","2","1","10","0","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;unkn. Collinsella(g)"
"unkn. Coprobacillus(g)","2","6","1","1","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Coprobacillus;unkn. Coprobacillus(g)"
"unkn. Coriobacteriaceae(f)","2","1","7","2","Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;unkn. Coriobacteriaceae(f);unkn. Coriobacteriaceae(f)"
"unkn. Duodenibacillus(g)","2","3","1","8","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Duodenibacillus;unkn. Duodenibacillus(g)"
"unkn. Flavobacteriales(o)","2","5","0","1","Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;unkn. Flavobacteriales(o);unkn. Flavobacteriales(o);unkn. Flavobacteriales(o)"
"unkn. Gemella(g)","2","0","1","0","Bacteria;Firmicutes;Bacilli;Bacillales;unkn. Bacillales(o);Gemella;unkn. Gemella(g)"
"unkn. Lachnotalea(g)","2","5","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;unkn. Lachnotalea(g)"
"unkn. Leuconostoc(g)","2","1","2","1","Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Leuconostoc;unkn. Leuconostoc(g)"
"unkn. Liberibacter(g)","2","0","0","0","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Liberibacter;unkn. Liberibacter(g)"
"unkn. Merdibacter(g)","2","2","0","2","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Merdibacter;unkn. Merdibacter(g)"
"unkn. Mogibacterium(g)","2","2","0","1","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XIII. Incertae Sedis;Mogibacterium;unkn. Mogibacterium(g)"
"unkn. Paenisporosarcina(g)","2","0","0","0","Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Paenisporosarcina;unkn. Paenisporosarcina(g)"
"unkn. Parasporobacterium(g)","2","1","4","2","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Parasporobacterium;unkn. Parasporobacterium(g)"
"unkn. Pseudomonas(g)","2","2","6","4","Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;unkn. Pseudomonas(g)"
"unkn. Saccharofermentans(g)","2","2","2","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Saccharofermentans;unkn. Saccharofermentans(g)"
"unkn. Shuttleworthia(g)","2","5","7","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia;unkn. Shuttleworthia(g)"
"unkn. Staphylococcaceae(f)","2","11","4","1","Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;unkn. Staphylococcaceae(f);unkn. Staphylococcaceae(f)"
"unkn. Tannerella(g)","2","10","7","6","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Tannerella;unkn. Tannerella(g)"
"unkn. Tissierellales(o)","2","5","6","1","Bacteria;Firmicutes;Tissierellia;Tissierellales;unkn. Tissierellales(o);unkn. Tissierellales(o);unkn. Tissierellales(o)"
"unkn. Veillonellales(o)","2","0","3","2","Bacteria;Firmicutes;Negativicutes;Veillonellales;unkn. Veillonellales(o);unkn. Veillonellales(o);unkn. Veillonellales(o)"
"[Clostridium] bolteae","1","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] bolteae"
"[Clostridium] cocleatum","1","0","0","8","Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;[Clostridium] cocleatum"
"[Clostridium] fimetarium","1","0","0","1","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] fimetarium"
"[Clostridium] glycyrrhizinilyticum","1","2","4","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] glycyrrhizinilyticum"
"[Clostridium] propionicum","1","8","3","1","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella;[Clostridium] propionicum"
"Acetivibrio ethanolgignens","1","3","3","1","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetivibrio;Acetivibrio ethanolgignens"
"Alistipes shahii","1","0","0","2","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes shahii"
"Anaeroplasma bactoclasticum","1","0","2","0","Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae;Anaeroplasma;Anaeroplasma bactoclasticum"
"Anaerostipes sp. 992a","1","0","2","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;Anaerostipes sp. 992a"
"Bacillus nealsonii","1","1","4","2","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus nealsonii"
"Bacillus sp. SORA3","1","0","0","0","Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. SORA3"
"Bacteroides dorei","1","3","0","4","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei"
"Bacteroides faecis","1","0","0","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides faecis"
"Bacteroides intestinalis","1","0","0","1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides intestinalis"
"Bacteroides rodentium","1","0","0","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium"
"Bacteroides sp. F-4","1","6","0","5","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. F-4"
"Bacteroides sp. HGA0138","1","0","2","3","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. HGA0138"
"Bacteroides sp. HGA0250","1","8","0","1","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. HGA0250"
"Bacteroides sp. Marseille-P3108","1","0","0","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. Marseille-P3108"
"Bacteroides sp. Tilapia9","1","1","0","12","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. Tilapia9"
"Bacteroides sp. TP-5","1","0","2","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. TP-5"
"Barnesiella sp. EBA4-14","1","0","0","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;Barnesiella sp. EBA4-14"
"Beduini massiliensis","1","0","0","1","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Beduini;Beduini massiliensis"
"Bittarella massiliensis","1","0","3","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Bittarella;Bittarella massiliensis"
"Blautia hansenii","1","0","2","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;Blautia hansenii"
"Brachyspira alvinipulli","1","0","1","0","Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira alvinipulli"
"Brachyspira hyodysenteriae","1","0","0","0","Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira hyodysenteriae"
"Brachyspira muridarum","1","0","0","0","Bacteria;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira;Brachyspira muridarum"
"Butyricimonas sp. GD2","1","0","0","0","Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas sp. GD2"
"Castellaniella defragrans","1","1","1","2","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella;Castellaniella defragrans"
"Catabacter hongkongensis","1","1","0","2","Bacteria;Firmicutes;Clostridia;Clostridiales;Catabacteriaceae;Catabacter;Catabacter hongkongensis"
"Cetobacterium somerae","1","0","2","3","Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Cetobacterium;Cetobacterium somerae"
"Clostridium sp. B907-1","1","2","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. B907-1"
"Clostridium sp. Clone-46","1","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. Clone-46"
"Clostridium sp. cTPY-17","1","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. cTPY-17"
"Clostridium sp. Culture-57","1","3","0","1","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. Culture-57"
"Clostridium sp. enrichment culture clone CS5","1","1","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. enrichment culture clone CS5"
"Clostridium sp. enrichment culture clone d-7","1","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. enrichment culture clone d-7"
"Clostridium sp. MB2-A37","1","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. MB2-A37"
"Clostridium sp. OkiN108","1","2","1","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. OkiN108"
"Clostridium sp. SL-2013-71","1","4","1","1","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. SL-2013-71"
"Clostridium sp. YIT 12069","1","0","1","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. YIT 12069"
"Desulfotomaculum sp. GY-2","1","0","0","0","Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;Desulfotomaculum sp. GY-2"
"Desulfovibrio desulfuricans","1","1","2","0","Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio desulfuricans"
